6.63E+03,1.19E+05,1.48E+05,1.56E+05,1.56E+05,1.51E+05,1.42E+05,1.31E+05,1.18E+05,1.02E+05,8.60E+04,6.91E+04,5.25E+04,3.72E+04,2.39E+04,1.34E+04,5.92E+03,1.10E+03,-2.10E+02,-2.75E+02,1.51E+02,-5.37E+02,1.65E+02,-1.53E+02,1.29E+02,4.33E+02,-3.79E+04,5.80E+01,-1.49E+03,2.52E+03,5.06E+03,7.89E+03,1.05E+04,1.25E+04,1.35E+04,1.31E+04,1.10E+04,6.76E+03,-1.95E+02,-1.05E+04,-2.43E+04,-4.12E+04,-6.05E+04,-8.15E+04,-1.03E+05,-1.25E+05,-1.47E+05,-1.66E+05,-1.85E+05,-2.00E+05,-2.14E+05,-2.24E+05,-2.32E+05,-2.37E+05,-2.38E+05,-2.37E+05,-2.32E+05,-2.24E+05,-2.13E+05,-2.00E+05,-1.84E+05,-1.66E+05,-1.47E+05,-1.26E+05,-1.04E+05,-8.17E+04,-5.91E+04,-3.67E+04,-1.51E+04,5.23E+03,2.40E+04,4.09E+04,5.59E+04,6.89E+04,7.99E+04,8.90E+04,9.60E+04,1.01E+05,1.04E+05,1.05E+05,1.03E+05,9.96E+04,9.37E+04,8.60E+04,7.66E+04,6.59E+04,5.45E+04,4.27E+04,3.11E+04,2.04E+04,1.12E+04,3.68E+03,1.17E+02,1.76E+03,-7.27E+03,1.51E+04,4.09E+02,-3.09E+03,-8.01E+02,-1.73E+02
0,2.71E+04,4.80E+03,-1.65E+03,-8.09E+02,-1.09E+01,7.58E+01,1.71E+01,-3.71E+00,-2.44E+00,-1.57E-01,2.03E-01,5.80E-02,-7.34E-03,-7.17E-03,-8.10E-04,5.17E-04,3.01E-04,1.45E-03,-2.17E-02,1.80E-04,6.30E-06,-1.28E-06,-9.70E-07,-3.83E-06,-1.76E-06,-1.63E-06,-1.82E-06,-9.70E-06,-1.70E-06,-1.67E-06,-1.70E-06,-1.73E-06,-1.73E-06,-1.42E-06,-7.39E-07,9.05E-07,2.12E-05,-5.04E-04,-2.64E-05,-1.29E-05,-3.67E-07,-3.70E-07,-1.54E-06,-1.79E-06,-1.73E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.69E-06,-1.95E-06,-1.28E-06,2.24E-05,-2.85E-05,2.82E-05,9.44E-05,-2.80E-04,9.42E-04,1.22E-03,2.72E-04,6.43E-05
0,4.14E-19,7.69E-18,1.67E-17,-5.87E-17,-1.58E-16,-1.57E-16,-5.33E-17,7.10E-18,-1.53E-17,-2.47E-17,-8.04E-18,2.83E-17,5.90E-17,-1.98E-16,-5.51E-16,-5.50E-16,-1.98E-16,-6.40E-17,1.66E-15,-1.74E-17,-3.14E-18,-4.81E-19,7.25E-20,2.04E-19,9.71E-21,-3.88E-21,-2.22E-21,9.17E-20,3.77E-20,3.72E-20,1.50E-20,1.78E-21,8.34E-21,1.05E-20,-3.48E-20,-3.70E-19,-2.33E-18,2.84E-17,6.71E-19,7.78E-20,-1.02E-19,-2.39E-20,8.65E-21,7.99E-21,4.68E-21,4.04E-21,4.23E-21,4.34E-21,4.34E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.35E-21,4.31E-21,4.09E-21,4.00E-21,1.18E-20,1.18E-20,-5.09E-19,8.28E-20,-1.24E-18,-1.06E-17,7.84E-17,8.15E-16,-5.38E-15,1.09E-15,1.11E-16
0,3.33E+00,5.08E-01,2.38E-01,-8.70E-02,-2.42E-01,-3.54E-01,-4.48E-01,-5.29E-01,-5.93E-01,-6.34E-01,-6.46E-01,-6.25E-01,-5.70E-01,-4.83E-01,-3.72E-01,-2.57E-01,-1.54E-01,-2.01E-02,-4.17E-03,-2.17E-02,-2.57E-02,2.38E-02,1.75E-02,3.37E-02,1.10E-01,-2.08E+00,-2.69E+00,2.52E-01,1.01E-01,1.02E-01,1.09E-01,9.63E-02,6.79E-02,2.68E-02,-2.79E-02,-9.85E-02,-1.85E-01,-2.93E-01,-4.27E-01,-5.60E-01,-6.73E-01,-7.59E-01,-8.15E-01,-8.40E-01,-8.35E-01,-8.02E-01,-7.46E-01,-6.71E-01,-5.81E-01,-4.82E-01,-3.76E-01,-2.65E-01,-1.50E-01,-3.14E-02,8.93E-02,2.09E-01,3.26E-01,4.35E-01,5.35E-01,6.24E-01,6.99E-01,7.61E-01,8.09E-01,8.44E-01,8.63E-01,8.65E-01,8.49E-01,8.15E-01,7.65E-01,7.01E-01,6.29E-01,5.53E-01,4.77E-01,4.02E-01,3.27E-01,2.51E-01,1.73E-01,9.19E-02,7.83E-03,-7.80E-02,-1.63E-01,-2.43E-01,-3.14E-01,-3.72E-01,-4.16E-01,-4.43E-01,-4.51E-01,-4.37E-01,-3.99E-01,-3.36E-01,-2.73E-01,-2.49E-01,2.24E-01,-5.84E-01,1.23E+00,-8.18E-01,1.25E-01,-2.53E-04,-1.83E-02
1.10E+01,-3.00E-01,-8.33E-01,-9.77E-02,5.54E-02,2.14E-02,-9.08E-04,-2.25E-03,-3.89E-04,1.35E-04,6.64E-05,9.23E-07,-6.23E-06,-1.41E-06,3.05E-07,2.00E-07,1.21E-08,-5.52E-09,2.45E-07,-2.15E-06,-7.46E-07,1.09E-08,-4.08E-10,-4.85E-10,-7.61E-10,-6.11E-10,-5.06E-10,-5.17E-10,-1.43E-09,-8.18E-10,-5.14E-10,-5.18E-10,-5.18E-10,-5.16E-10,-5.00E-10,-4.94E-10,-2.90E-10,5.07E-09,-4.73E-08,-1.82E-08,8.65E-10,-2.41E-10,-5.72E-10,-5.54E-10,-5.19E-10,-5.14E-10,-5.16E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.16E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.16E-10,-5.16E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.17E-10,-5.47E-10,-6.24E-10,7.57E-09,-1.12E-08,-8.01E-08,1.35E-08,-1.81E-08,1.27E-10,1.50E-07,1.10E-07,-6.82E-07
0,4.55E-23,3.62E-22,2.65E-22,-4.67E-21,-2.90E-22,-5.45E-21,7.65E-21,3.66E-22,-6.17E-22,-1.05E-21,1.30E-21,1.43E-21,8.99E-22,-1.59E-20,-1.83E-21,-1.86E-20,2.53E-20,-1.65E-20,1.57E-19,5.30E-20,-1.08E-21,1.05E-22,1.34E-23,8.38E-24,3.28E-24,1.19E-24,1.33E-24,1.09E-23,4.30E-24,2.40E-24,-2.49E-25,1.18E-24,1.66E-24,1.23E-24,-7.92E-25,-2.59E-23,-4.13E-22,2.53E-21,9.00E-22,-5.51E-23,1.40E-24,4.55E-24,2.00E-24,1.14E-24,1.22E-24,1.32E-24,1.33E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.32E-24,1.31E-24,1.32E-24,2.10E-24,5.08E-24,-1.48E-22,9.98E-23,3.47E-21,-1.65E-21,2.81E-21,1.08E-19,-5.58E-19,2.00E-19,-1.26E-18
3.78E+05,3.76E+05,3.68E+05,3.55E+05,3.36E+05,3.14E+05,2.90E+05,2.65E+05,2.37E+05,2.09E+05,1.80E+05,1.50E+05,1.21E+05,9.36E+04,6.77E+04,4.41E+04,2.27E+04,2.56E+03,-5.78E+01,-3.29E+02,2.11E+02,-1.80E+02,-2.90E+02,1.49E+02,-1.63E+02,-1.08E+02,-1.67E+04,6.84E+01,-4.02E+01,1.38E+03,3.53E+03,6.07E+03,8.52E+03,1.05E+04,1.15E+04,1.14E+04,9.52E+03,5.31E+03,1.24E+02,-1.09E+04,-2.50E+04,-4.18E+04,-6.07E+04,-8.10E+04,-1.02E+05,-1.23E+05,-1.44E+05,-1.63E+05,-1.81E+05,-1.97E+05,-2.10E+05,-2.21E+05,-2.29E+05,-2.33E+05,-2.35E+05,-2.34E+05,-2.29E+05,-2.21E+05,-2.11E+05,-1.97E+05,-1.82E+05,-1.64E+05,-1.45E+05,-1.25E+05,-1.03E+05,-8.14E+04,-5.94E+04,-3.77E+04,-1.66E+04,3.40E+03,2.20E+04,3.90E+04,5.41E+04,6.73E+04,7.84E+04,8.75E+04,9.46E+04,9.95E+04,1.02E+05,1.03E+05,1.01E+05,9.74E+04,9.15E+04,8.38E+04,7.47E+04,6.45E+04,5.36E+04,4.25E+04,3.15E+04,2.13E+04,1.23E+04,5.19E+03,1.64E+03,3.45E+02,-6.49E+03,1.22E+04,-3.97E+02,-7.73E+02,-3.33E+02,1.45E+02
0,2.72E+04,4.82E+03,-1.66E+03,-8.13E+02,-1.04E+01,7.63E+01,1.71E+01,-3.75E+00,-2.45E+00,-1.56E-01,2.04E-01,5.83E-02,-7.44E-03,-7.21E-03,-8.09E-04,5.22E-04,2.52E-04,1.77E-03,-1.29E-02,1.11E-04,1.93E-06,-9.11E-07,-2.29E-06,-1.67E-06,-1.71E-06,-1.63E-06,-3.83E-06,-1.74E-05,-1.54E-06,-1.52E-06,-1.55E-06,-1.57E-06,-1.58E-06,-1.27E-06,-6.02E-07,1.18E-06,2.17E-05,-4.68E-04,-2.66E-05,-1.29E-05,-1.89E-07,-2.07E-07,-1.38E-06,-1.63E-06,-1.57E-06,-1.53E-06,-1.53E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.54E-06,-1.53E-06,-1.55E-06,-3.44E-06,2.38E-05,6.07E-05,-6.44E-05,4.94E-06,5.78E-05,-2.68E-04,4.03E-03,3.72E-03,2.45E-04,4.53E-05
0,4.15E-19,7.63E-18,1.67E-17,-5.85E-17,-1.58E-16,-1.57E-16,-5.39E-17,7.30E-18,-1.52E-17,-2.46E-17,-8.12E-18,2.81E-17,5.88E-17,-1.98E-16,-5.52E-16,-5.48E-16,-1.99E-16,-8.25E-17,1.09E-15,-1.20E-17,-2.74E-18,-6.46E-19,1.84E-19,9.06E-20,1.07E-20,-2.35E-21,1.66E-20,1.60E-19,3.76E-20,3.71E-20,1.51E-20,1.74E-21,8.29E-21,1.03E-20,-3.50E-20,-3.57E-19,-2.08E-18,2.79E-17,7.37E-19,8.75E-20,-1.03E-19,-2.40E-20,8.72E-21,8.02E-21,4.68E-21,4.04E-21,4.23E-21,4.34E-21,4.34E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.33E-21,4.35E-21,4.31E-21,4.08E-21,4.32E-21,3.83E-20,-4.17E-19,-1.14E-18,7.68E-19,-7.14E-19,-1.11E-17,3.14E-17,5.29E-15,-1.61E-14,9.27E-16,7.42E-17
0,-5.03E-01,-5.99E-01,-5.99E-01,-7.89E-01,-8.97E-01,-9.73E-01,-1.04E+00,-1.09E+00,-1.12E+00,-1.15E+00,-1.14E+00,-1.12E+00,-1.06E+00,-9.85E-01,-8.94E-01,-8.17E-01,-7.90E-01,1.08E-01,-4.63E-02,4.95E-02,-1.28E-02,-1.99E-02,-1.79E-02,1.51E-02,3.62E-02,-1.25E+00,-1.30E+00,-1.56E-02,7.27E-02,8.55E-02,9.61E-02,8.84E-02,6.58E-02,2.90E-02,-2.23E-02,-9.18E-02,-1.90E-01,-3.22E-01,-4.52E-01,-5.66E-01,-6.64E-01,-7.37E-01,-7.84E-01,-8.06E-01,-8.03E-01,-7.77E-01,-7.30E-01,-6.64E-01,-5.81E-01,-4.86E-01,-3.82E-01,-2.71E-01,-1.55E-01,-3.53E-02,8.64E-02,2.07E-01,3.23E-01,4.31E-01,5.30E-01,6.17E-01,6.90E-01,7.48E-01,7.91E-01,8.22E-01,8.39E-01,8.40E-01,8.26E-01,7.96E-01,7.53E-01,6.98E-01,6.31E-01,5.59E-01,4.83E-01,4.06E-01,3.28E-01,2.49E-01,1.69E-01,8.54E-02,2.98E-04,-8.49E-02,-1.68E-01,-2.43E-01,-3.09E-01,-3.61E-01,-3.99E-01,-4.22E-01,-4.28E-01,-4.15E-01,-3.82E-01,-3.27E-01,-2.57E-01,-1.64E-01,1.57E-01,-7.79E-01,1.42E+00,-7.87E-02,-1.15E-01,-2.77E-02,-4.96E-03
